tx_timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,temperature,altitude,latitude,longitude,satellites,flags_raw,battery_voltage
92175,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.01,-0.17,0.000000,0.000000,0,1,7.43
92375,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.02,-0.16,0.000000,0.000000,0,1,7.43
92477,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.02,-0.17,0.000000,0.000000,0,1,7.42
92579,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.02,-0.17,0.000000,0.000000,0,1,7.42
92681,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.02,-0.17,0.000000,0.000000,0,1,7.42
92783,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.17,0.000000,0.000000,0,1,7.42
92885,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.17,0.000000,0.000000,0,1,7.42
93293,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.17,0.000000,0.000000,0,1,7.42
93599,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.17,0.000000,0.000000,0,1,7.42
94313,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.17,0.000000,0.000000,0,1,7.42
94823,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.17,0.000000,0.000000,0,1,7.42
95231,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.18,0.000000,0.000000,0,1,7.42
95741,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.18,0.000000,0.000000,0,1,7.42
96353,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.18,0.000000,0.000000,0,1,7.42
96761,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.03,-0.18,0.000000,0.000000,0,1,7.43
97271,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,43.04,-0.18,0.000000,0.000000,0,1,7.43
