tx_timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,temperature,altitude,latitude,longitude,satellites,flags_raw,battery_voltage
33986,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.28,-0.07,0.000000,0.000000,0,1,7.41
34187,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.27,-0.08,0.000000,0.000000,0,1,7.41
34288,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.27,-0.07,0.000000,0.000000,0,1,7.41
34390,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.27,-0.07,0.000000,0.000000,0,1,7.41
34492,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.27,-0.07,0.000000,0.000000,0,1,7.41
34594,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.27,-0.07,0.000000,0.000000,0,1,7.41
34696,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.27,-0.07,0.000000,0.000000,0,1,7.41
35308,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.26,-0.07,0.000000,0.000000,0,1,7.41
35716,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.25,-0.07,0.000000,0.000000,0,1,7.41
36022,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.25,-0.07,0.000000,0.000000,0,1,7.41
36532,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.24,-0.07,0.000000,0.000000,0,1,7.41
37363,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.23,-0.08,0.000000,0.000000,0,1,7.41
37903,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.23,-0.07,0.000000,0.000000,0,1,7.41
38570,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.25,-0.08,0.000000,0.000000,0,1,7.41
39352,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.26,-0.08,0.000000,0.000000,0,1,7.41
40031,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.27,-0.09,0.000000,0.000000,0,1,7.41
41398,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.28,-0.08,0.000000,0.000000,0,1,7.41
41976,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.29,-0.09,0.000000,0.000000,0,1,7.41
43352,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,42.29,-0.09,0.000000,0.000000,0,1,7.41
