tx_timestamp_ms,distance,roll,pitch,yaw,accel_x,accel_y,accel_z,latitude,longitude,altitude,flags_raw
329851,0.00,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329851,0.00,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329851,0.03,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329851,0.05,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329851,0.05,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329864,0.03,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329864,0.05,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329864,0.05,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329864,0.05,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329864,0.05,-28.4,28.8,69.3,0.10,-1.49,-0.60,0.000000,0.000000,0.36,3
329877,0.05,-27.5,31.6,72.1,0.33,0.46,0.43,0.000000,0.000000,0.36,3
329877,0.05,-27.5,31.6,72.1,0.33,0.46,0.43,0.000000,0.000000,0.36,3
329877,0.05,-27.5,31.6,72.1,0.33,0.46,0.43,0.000000,0.000000,0.36,3
329877,0.05,-27.5,31.6,72.1,0.33,0.46,0.43,0.000000,0.000000,0.36,3
329877,0.05,-27.5,31.6,72.1,0.33,0.46,0.43,0.000000,0.000000,0.36,3
329890,0.05,-27.5,31.5,72.6,0.91,0.03,0.60,0.000000,0.000000,0.36,3
329890,0.05,-27.5,31.5,72.6,0.91,0.03,0.60,0.000000,0.000000,0.36,3
329890,0.05,-27.5,31.5,72.6,0.91,0.03,0.60,0.000000,0.000000,0.36,3
329890,0.05,-27.5,31.5,72.6,0.91,0.03,0.60,0.000000,0.000000,0.36,3
329890,0.05,-27.5,31.5,72.6,0.91,0.03,0.60,0.000000,0.000000,0.36,3
329902,0.05,-27.3,31.4,72.8,1.57,-0.35,0.20,0.000000,0.000000,0.36,3
329902,0.05,-27.3,31.4,72.8,1.57,-0.35,0.20,0.000000,0.000000,0.36,3
329902,0.05,-27.3,31.4,72.8,1.57,-0.35,0.20,0.000000,0.000000,0.36,3
329902,0.05,-27.3,31.4,72.8,1.57,-0.35,0.20,0.000000,0.000000,0.36,3
329902,0.05,-27.3,31.4,72.8,1.57,-0.35,0.20,0.000000,0.000000,0.36,3
329915,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329915,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329915,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329915,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329915,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329928,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329928,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329928,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329928,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329928,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329941,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329941,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329941,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329941,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329941,0.05,-27.0,31.5,72.8,1.14,0.09,0.13,0.000000,0.000000,0.30,3
329953,0.05,-25.5,32.0,72.2,0.50,0.51,0.27,0.000000,0.000000,0.30,3
329953,0.05,-25.5,32.0,72.2,0.50,0.51,0.27,0.000000,0.000000,0.30,3
329953,0.05,-25.5,32.0,72.2,0.50,0.51,0.27,0.000000,0.000000,0.30,3
329953,0.05,-25.5,32.0,72.2,0.50,0.51,0.27,0.000000,0.000000,0.30,3
329953,0.05,-25.5,32.0,72.2,0.50,0.51,0.27,0.000000,0.000000,0.30,3
329966,0.05,-25.5,31.9,72.2,0.27,0.44,-0.10,0.000000,0.000000,0.30,3
329966,0.05,-25.5,31.9,72.2,0.27,0.44,-0.10,0.000000,0.000000,0.30,3
329966,0.05,-25.5,31.9,72.2,0.27,0.44,-0.10,0.000000,0.000000,0.30,3
329966,0.05,-25.5,31.9,72.2,0.27,0.44,-0.10,0.000000,0.000000,0.30,3
