tx_timestamp_ms,distance,roll,pitch,yaw,accel_x,accel_y,accel_z,latitude,longitude,altitude,flags_raw
270611,0.34,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270611,0.34,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270611,2.18,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270611,2.18,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270611,2.18,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270623,2.18,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270623,2.18,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270623,2.18,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270623,2.18,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270623,2.18,-57.6,139.9,325.6,-0.40,-0.11,0.70,0.000000,0.000000,0.33,1
270636,2.19,-57.7,139.2,326.0,-0.68,0.00,0.25,0.000000,0.000000,0.33,1
270636,2.18,-57.7,139.2,326.0,-0.68,0.00,0.25,0.000000,0.000000,0.33,1
270636,2.18,-57.7,139.2,326.0,-0.68,0.00,0.25,0.000000,0.000000,0.33,1
270636,2.16,-57.7,139.2,326.0,-0.68,0.00,0.25,0.000000,0.000000,0.33,1
270636,2.13,-57.7,139.2,326.0,-0.68,0.00,0.25,0.000000,0.000000,0.33,1
270649,2.13,-57.6,139.0,325.8,-0.63,-0.13,0.30,0.000000,0.000000,0.33,1
270649,2.11,-57.6,139.0,325.8,-0.63,-0.13,0.30,0.000000,0.000000,0.33,1
270649,2.11,-57.6,139.0,325.8,-0.63,-0.13,0.30,0.000000,0.000000,0.33,1
270649,2.13,-57.6,139.0,325.8,-0.63,-0.13,0.30,0.000000,0.000000,0.33,1
270649,2.13,-57.6,139.0,325.8,-0.63,-0.13,0.30,0.000000,0.000000,0.33,1
270661,2.13,-57.2,138.3,325.1,-0.49,0.02,0.49,0.000000,0.000000,0.33,1
