tx_timestamp_ms,distance,roll,pitch,yaw,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,latitude,longitude,altitude,flags_raw
56575,0.81,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56575,0.81,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56575,0.86,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56575,0.86,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56575,0.86,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56587,0.86,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56587,0.86,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56587,0.86,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56587,0.86,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56587,0.86,14.5,-5.1,1.1,0.9908,-0.0453,-0.1268,-0.0101,0.15,-1.23,-1.12,43.556919,6.967419,0.05,1
56600,0.86,14.2,-5.3,1.2,0.9911,-0.0468,-0.1236,-0.0112,0.52,-0.76,-0.34,43.556919,6.967419,0.05,1
56600,0.86,14.2,-5.3,1.2,0.9911,-0.0468,-0.1236,-0.0112,0.52,-0.76,-0.34,43.556919,6.967419,0.05,1
56600,0.86,14.2,-5.3,1.2,0.9911,-0.0468,-0.1236,-0.0112,0.52,-0.76,-0.34,43.556919,6.967419,0.05,1
56600,0.86,14.2,-5.3,1.2,0.9911,-0.0468,-0.1236,-0.0112,0.52,-0.76,-0.34,43.556919,6.967419,0.05,1
56600,0.86,14.2,-5.3,1.2,0.9911,-0.0468,-0.1236,-0.0112,0.52,-0.76,-0.34,43.556919,6.967419,0.05,1
