tx_timestamp_ms,distance,roll,pitch,yaw,accel_x,accel_y,accel_z,latitude,longitude,altitude,flags_raw
413621,0.00,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413621,0.00,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413621,1.71,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413621,1.71,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413621,1.71,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413633,1.71,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413633,1.70,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413633,1.70,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413633,1.70,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413633,1.70,-9.4,17.5,248.4,0.15,0.49,-0.47,43.556941,6.967372,1.19,1
413646,1.69,-9.0,17.6,248.1,0.15,0.09,-0.37,43.556941,6.967372,1.19,1
413646,1.69,-9.0,17.6,248.1,0.15,0.09,-0.37,43.556941,6.967372,1.19,1
413646,1.69,-9.0,17.6,248.1,0.15,0.09,-0.37,43.556941,6.967372,1.19,1
413646,1.67,-9.0,17.6,248.1,0.15,0.09,-0.37,43.556941,6.967372,1.19,1
413646,1.67,-9.0,17.6,248.1,0.15,0.09,-0.37,43.556941,6.967372,1.19,1
413659,1.67,-9.0,17.5,248.2,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413659,1.66,-9.0,17.5,248.2,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413659,1.66,-9.0,17.5,248.2,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413659,1.66,-9.0,17.5,248.2,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413659,1.66,-9.0,17.5,248.2,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413672,1.66,-9.0,17.3,248.3,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413672,1.65,-9.0,17.3,248.3,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413672,1.65,-9.0,17.3,248.3,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413672,1.65,-9.0,17.3,248.3,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413672,1.65,-9.0,17.3,248.3,-0.00,-0.11,-0.05,43.556941,6.967372,1.19,1
413684,1.65,-8.9,16.9,248.3,-0.57,-0.12,0.30,43.556941,6.967372,1.20,1
413684,1.66,-8.9,16.9,248.3,-0.57,-0.12,0.30,43.556941,6.967372,1.20,1
413684,1.66,-8.9,16.9,248.3,-0.57,-0.12,0.30,43.556941,6.967372,1.20,1
413684,1.66,-8.9,16.9,248.3,-0.57,-0.12,0.30,43.556941,6.967372,1.20,1
413684,1.66,-8.9,16.9,248.3,-0.57,-0.12,0.30,43.556941,6.967372,1.20,1
413697,1.66,-8.8,16.9,248.3,-0.30,0.54,0.18,43.556941,6.967372,1.20,1
413697,1.66,-8.8,16.9,248.3,-0.30,0.54,0.18,43.556941,6.967372,1.20,1
413697,1.66,-8.8,16.9,248.3,-0.30,0.54,0.18,43.556941,6.967372,1.20,1
413697,1.67,-8.8,16.9,248.3,-0.30,0.54,0.18,43.556941,6.967372,1.20,1
413697,1.67,-8.8,16.9,248.3,-0.30,0.54,0.18,43.556941,6.967372,1.20,1
413710,1.67,-8.6,17.0,248.2,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413710,1.67,-8.6,17.0,248.2,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413710,1.67,-8.6,17.0,248.2,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413710,1.67,-8.6,17.0,248.2,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413710,1.67,-8.6,17.0,248.2,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413723,1.67,-8.5,17.1,248.1,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413723,1.67,-8.5,17.1,248.1,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413723,1.67,-8.5,17.1,248.1,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413723,1.67,-8.5,17.1,248.1,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413723,1.67,-8.5,17.1,248.1,-0.22,0.61,0.12,43.556941,6.967372,1.20,1
413735,1.67,-8.5,17.2,248.1,0.17,1.02,0.03,43.556941,6.967372,1.23,1
413735,1.66,-8.5,17.2,248.1,0.17,1.02,0.03,43.556941,6.967372,1.23,1
413735,1.66,-8.5,17.2,248.1,0.17,1.02,0.03,43.556941,6.967372,1.23,1
413735,1.66,-8.5,17.2,248.1,0.17,1.02,0.03,43.556941,6.967372,1.23,1
413735,1.66,-8.5,17.2,248.1,0.17,1.02,0.03,43.556941,6.967372,1.23,1
413748,1.66,-8.4,17.2,248.3,0.20,0.77,-0.31,43.556941,6.967372,1.23,1
413748,1.65,-8.4,17.2,248.3,0.20,0.77,-0.31,43.556941,6.967372,1.23,1
413748,1.65,-8.4,17.2,248.3,0.20,0.77,-0.31,43.556941,6.967372,1.23,1
413748,1.65,-8.4,17.2,248.3,0.20,0.77,-0.31,43.556941,6.967372,1.23,1
413748,1.65,-8.4,17.2,248.3,0.20,0.77,-0.31,43.556941,6.967372,1.23,1
413761,1.65,-8.5,17.1,248.6,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413761,1.65,-8.5,17.1,248.6,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413761,1.63,-8.5,17.1,248.6,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413761,1.63,-8.5,17.1,248.6,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413761,1.63,-8.5,17.1,248.6,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413774,1.63,-8.5,16.9,248.9,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413774,1.63,-8.5,16.9,248.9,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413774,1.63,-8.5,16.9,248.9,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413774,1.63,-8.5,16.9,248.9,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413774,1.63,-8.5,16.9,248.9,-0.28,-0.05,-0.11,43.556941,6.967372,1.23,1
413786,1.61,-8.5,16.5,249.5,-0.69,-0.44,0.25,43.556941,6.967372,1.21,1
413786,1.61,-8.5,16.5,249.5,-0.69,-0.44,0.25,43.556941,6.967372,1.21,1
413786,1.61,-8.5,16.5,249.5,-0.69,-0.44,0.25,43.556941,6.967372,1.21,1
413786,1.61,-8.5,16.5,249.5,-0.69,-0.44,0.25,43.556941,6.967372,1.21,1
413786,1.61,-8.5,16.5,249.5,-0.69,-0.44,0.25,43.556941,6.967372,1.21,1
413799,1.61,-8.6,16.2,250.0,-0.55,-0.36,-0.00,43.556941,6.967372,1.21,1
413799,1.61,-8.6,16.2,250.0,-0.55,-0.36,-0.00,43.556941,6.967372,1.21,1
413799,1.61,-8.6,16.2,250.0,-0.55,-0.36,-0.00,43.556941,6.967372,1.21,1
413799,1.61,-8.6,16.2,250.0,-0.55,-0.36,-0.00,43.556941,6.967372,1.21,1
413799,1.61,-8.6,16.2,250.0,-0.55,-0.36,-0.00,43.556941,6.967372,1.21,1
413812,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413812,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413812,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413812,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413812,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413825,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413825,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413825,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413825,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413825,1.61,-8.6,16.1,250.1,-0.36,-0.22,-0.23,43.556941,6.967372,1.21,1
413837,1.61,-8.7,16.2,250.2,0.30,0.61,-0.25,43.556941,6.967372,1.21,1
413837,1.61,-8.7,16.2,250.2,0.30,0.61,-0.25,43.556941,6.967372,1.21,1
