tx_timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,temperature,altitude,latitude,longitude,satellites,flags_raw,battery_voltage
413631,0.15,0.49,-0.47,16.18,-20.87,22.00,-9.4,17.5,248.4,44.71,1.19,43.556941,6.967372,8,1,7.35
413733,0.17,1.02,0.03,10.75,-5.87,4.68,-8.5,17.2,248.1,44.71,1.23,43.556941,6.967372,8,1,7.35
413835,-0.27,-0.17,-0.25,1.43,0.50,-6.75,-8.6,16.1,250.2,44.71,1.21,43.556941,6.967372,8,1,7.35
413937,-0.23,-0.11,-0.22,-0.37,-12.00,-1.50,-9.0,15.1,252.0,44.72,1.16,43.556941,6.967372,8,1,7.35
414039,-0.38,-0.15,-0.31,-10.18,0.68,-3.81,-8.7,14.5,252.5,44.72,1.08,43.556941,6.967372,8,1,7.35
414141,0.05,0.00,-0.35,-22.12,-7.93,17.31,-8.6,13.0,252.0,44.74,0.96,43.556941,6.967372,8,1,7.35
414243,0.07,0.20,0.25,-17.68,7.25,-19.50,-8.3,10.9,252.6,44.74,0.79,43.556941,6.967372,8,1,7.35
414566,0.03,0.17,-0.11,9.37,-0.50,-4.37,-8.3,11.0,255.9,44.78,0.04,43.556941,6.967372,8,1,7.35
414974,0.17,0.07,-0.40,27.31,-4.75,3.50,-7.3,21.3,256.0,44.84,-1.18,43.556941,6.967372,8,1,7.33
415858,-0.12,0.22,-0.31,20.18,-1.56,10.50,-4.1,43.6,255.1,45.04,-3.72,43.556941,6.967371,8,1,7.33
416266,0.00,0.43,0.30,20.37,-5.00,7.50,0.6,49.4,252.7,45.13,-4.53,43.556941,6.967371,8,1,7.33
416793,0.13,-0.91,0.05,38.50,0.62,-12.00,1.8,57.5,253.5,45.23,-5.09,43.556941,6.967367,8,1,7.33
417201,-0.10,0.03,0.15,12.62,-5.18,9.12,2.0,66.0,254.9,45.33,-5.20,43.556941,6.967367,8,1,7.33
417779,-0.36,-0.07,-0.44,41.06,18.06,-1.37,3.6,80.1,251.7,45.44,-5.17,43.556941,6.967367,8,1,7.33
418663,-0.30,-0.18,-0.13,-47.00,-5.06,-10.12,2.3,76.3,253.6,45.60,-4.91,43.556941,6.967367,8,1,7.33
419071,0.00,0.31,-0.07,-23.81,-3.50,-11.12,2.0,60.1,254.3,45.65,-4.59,43.556941,6.967367,8,1,7.33
419598,0.30,0.15,-0.02,-51.18,1.62,18.81,-4.3,38.5,254.6,45.73,-4.05,43.556941,6.967367,8,1,7.33
420006,0.37,0.18,0.23,-41.06,6.06,18.93,-1.5,21.5,248.1,45.78,-3.94,43.556941,6.967368,8,1,7.33
420686,-0.07,-0.15,-0.52,-20.31,-1.68,-4.75,-4.8,-3.1,242.3,45.88,-3.71,43.556941,6.967367,8,1,7.33
421196,-0.17,0.00,-0.09,38.06,-8.12,6.68,-5.8,5.6,237.6,45.95,-3.59,43.556941,6.967367,8,1,7.33
421825,0.00,0.12,-0.23,37.06,1.62,-6.00,1.4,26.0,238.2,46.03,-3.64,43.556941,6.967365,8,1,7.33
422233,-0.20,0.38,0.30,23.81,-21.25,9.25,5.1,40.4,240.4,46.08,-3.35,43.556941,6.967365,8,1,7.33
423015,-0.13,-0.05,-0.23,26.12,-2.87,13.18,12.5,67.8,236.0,46.18,-3.19,43.556941,6.967365,8,1,7.33
423593,-0.23,0.00,0.00,5.87,6.31,-6.81,14.6,79.5,232.2,46.25,-2.99,43.556941,6.967365,8,1,7.33
424001,-0.03,0.37,-0.27,-26.87,-8.87,-5.68,14.2,79.4,231.8,46.28,-2.80,43.556941,6.967366,8,1,7.33
424834,-0.40,-0.41,-0.38,-45.81,20.12,10.37,10.3,51.7,228.1,46.36,-2.63,43.556941,6.967366,8,1,7.33
425514,-0.33,-0.10,-0.25,-33.56,-2.00,-8.31,3.1,25.0,228.3,46.44,-2.54,43.556941,6.967366,8,1,7.33
426024,0.01,-0.45,-0.18,2.56,7.62,34.75,0.1,11.5,223.7,46.48,-2.42,43.556941,6.967366,8,1,7.33
426653,0.00,0.05,0.22,-13.87,5.06,-0.56,-4.1,-2.0,219.7,46.55,-2.31,43.556949,6.967365,8,1,7.33
427061,-0.15,0.30,0.27,25.12,-14.50,-0.75,-5.8,8.6,221.0,46.58,-2.23,43.556949,6.967365,8,1,7.33
427945,-0.28,0.50,0.10,40.12,-41.68,22.06,2.6,32.4,221.5,46.66,-2.14,43.556949,6.967365,8,1,7.33
428422,-0.61,-0.54,0.15,25.81,-24.50,18.43,8.6,43.0,220.3,46.70,-2.13,43.556949,6.967365,8,1,7.33
428931,-1.16,-0.80,-0.22,31.81,-9.56,14.62,11.4,57.4,218.5,46.75,-2.13,43.556949,6.967366,8,1,7.33
429458,0.07,0.20,-0.27,-22.87,9.43,4.87,12.9,61.1,214.8,46.79,-2.05,43.556949,6.967366,8,1,7.33
430274,-0.22,-0.73,-0.38,-28.56,2.62,9.37,7.1,28.1,213.9,46.85,-2.05,43.556949,6.967366,8,1,7.33
