tx_timestamp_ms,distance,roll,pitch,yaw,accel_x,accel_y,accel_z,latitude,longitude,altitude,flags_raw
268345,0.73,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268345,0.75,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268345,0.83,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268345,0.83,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268345,0.83,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268357,0.83,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268357,0.83,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268357,0.83,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268357,0.83,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268357,0.81,-14.3,-15.9,261.6,0.19,-0.03,-0.45,0.000000,0.000000,0.05,1
268370,0.81,-13.9,-17.0,261.5,0.35,0.22,0.00,0.000000,0.000000,0.05,1
268370,0.81,-13.9,-17.0,261.5,0.35,0.22,0.00,0.000000,0.000000,0.05,1
268370,0.81,-13.9,-17.0,261.5,0.35,0.22,0.00,0.000000,0.000000,0.05,1
268370,0.81,-13.9,-17.0,261.5,0.35,0.22,0.00,0.000000,0.000000,0.05,1
268370,0.81,-13.9,-17.0,261.5,0.35,0.22,0.00,0.000000,0.000000,0.05,1
268382,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268382,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268382,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268382,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268382,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268395,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268395,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268395,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268395,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268395,0.81,-13.7,-17.3,261.4,0.37,0.02,-0.05,0.000000,0.000000,0.05,1
268408,0.81,-13.7,-18.5,261.6,0.19,0.27,0.00,0.000000,0.000000,0.05,1
268408,0.81,-13.7,-18.5,261.6,0.19,0.27,0.00,0.000000,0.000000,0.05,1
268408,0.81,-13.7,-18.5,261.6,0.19,0.27,0.00,0.000000,0.000000,0.05,1
268408,0.81,-13.7,-18.5,261.6,0.19,0.27,0.00,0.000000,0.000000,0.05,1
268408,0.81,-13.7,-18.5,261.6,0.19,0.27,0.00,0.000000,0.000000,0.05,1
268420,0.81,-13.8,-18.8,261.7,0.22,0.20,-0.00,0.000000,0.000000,0.05,1
268420,0.81,-13.8,-18.8,261.7,0.22,0.20,-0.00,0.000000,0.000000,0.05,1
268420,0.81,-13.8,-18.8,261.7,0.22,0.20,-0.00,0.000000,0.000000,0.05,1
268420,0.81,-13.8,-18.8,261.7,0.22,0.20,-0.00,0.000000,0.000000,0.05,1
268420,0.81,-13.8,-18.8,261.7,0.22,0.20,-0.00,0.000000,0.000000,0.05,1
268433,0.81,-13.8,-19.2,261.8,0.38,0.00,0.02,0.000000,0.000000,0.05,1
268433,0.81,-13.8,-19.2,261.8,0.38,0.00,0.02,0.000000,0.000000,0.05,1
268433,0.81,-13.8,-19.2,261.8,0.38,0.00,0.02,0.000000,0.000000,0.05,1
268433,0.81,-13.8,-19.2,261.8,0.38,0.00,0.02,0.000000,0.000000,0.05,1
268433,0.80,-13.8,-19.2,261.8,0.38,0.00,0.02,0.000000,0.000000,0.05,1
268446,0.81,-13.8,-19.2,261.8,0.51,0.02,0.07,0.000000,0.000000,0.05,1
268446,0.80,-13.8,-19.2,261.8,0.51,0.02,0.07,0.000000,0.000000,0.05,1
268446,0.80,-13.8,-19.2,261.8,0.51,0.02,0.07,0.000000,0.000000,0.05,1
268446,0.80,-13.8,-19.2,261.8,0.51,0.02,0.07,0.000000,0.000000,0.05,1
268446,0.80,-13.8,-19.2,261.8,0.51,0.02,0.07,0.000000,0.000000,0.05,1
268459,0.80,-13.9,-20.1,262.1,0.25,-0.18,-0.18,0.000000,0.000000,0.05,1
268459,0.80,-13.9,-20.1,262.1,0.25,-0.18,-0.18,0.000000,0.000000,0.05,1
268459,0.80,-13.9,-20.1,262.1,0.25,-0.18,-0.18,0.000000,0.000000,0.05,1
268459,0.80,-13.9,-20.1,262.1,0.25,-0.18,-0.18,0.000000,0.000000,0.05,1
268459,0.80,-13.9,-20.1,262.1,0.25,-0.18,-0.18,0.000000,0.000000,0.05,1
268471,0.80,-13.8,-20.2,262.0,0.30,-0.23,-0.19,0.000000,0.000000,0.05,1
268471,0.80,-13.8,-20.2,262.0,0.30,-0.23,-0.19,0.000000,0.000000,0.05,1
268471,0.80,-13.8,-20.2,262.0,0.30,-0.23,-0.19,0.000000,0.000000,0.05,1
268471,0.80,-13.8,-20.2,262.0,0.30,-0.23,-0.19,0.000000,0.000000,0.05,1
268471,0.80,-13.8,-20.2,262.0,0.30,-0.23,-0.19,0.000000,0.000000,0.05,1
268484,0.80,-13.7,-20.3,262.0,0.33,-0.28,-0.17,0.000000,0.000000,0.05,1
268484,0.80,-13.7,-20.3,262.0,0.33,-0.28,-0.17,0.000000,0.000000,0.05,1
268484,0.80,-13.7,-20.3,262.0,0.33,-0.28,-0.17,0.000000,0.000000,0.05,1
268484,0.80,-13.7,-20.3,262.0,0.33,-0.28,-0.17,0.000000,0.000000,0.05,1
268484,0.80,-13.7,-20.3,262.0,0.33,-0.28,-0.17,0.000000,0.000000,0.05,1
268497,0.80,-13.5,-20.4,261.9,0.37,-0.35,-0.15,0.000000,0.000000,0.05,1
268497,0.80,-13.5,-20.4,261.9,0.37,-0.35,-0.15,0.000000,0.000000,0.05,1
268497,0.80,-13.5,-20.4,261.9,0.37,-0.35,-0.15,0.000000,0.000000,0.05,1
268497,0.80,-13.5,-20.4,261.9,0.37,-0.35,-0.15,0.000000,0.000000,0.05,1
268497,0.80,-13.5,-20.4,261.9,0.37,-0.35,-0.15,0.000000,0.000000,0.05,1
268510,0.80,-13.2,-20.4,261.8,0.27,-0.11,-0.02,0.000000,0.000000,0.09,1
268510,0.80,-13.2,-20.4,261.8,0.27,-0.11,-0.02,0.000000,0.000000,0.09,1
268510,0.80,-13.2,-20.4,261.8,0.27,-0.11,-0.02,0.000000,0.000000,0.09,1
268510,0.80,-13.2,-20.4,261.8,0.27,-0.11,-0.02,0.000000,0.000000,0.09,1
268510,0.80,-13.2,-20.4,261.8,0.27,-0.11,-0.02,0.000000,0.000000,0.09,1
268522,0.80,-13.1,-20.5,261.9,0.11,-0.18,-0.12,0.000000,0.000000,0.09,1
268522,0.80,-13.1,-20.5,261.9,0.11,-0.18,-0.12,0.000000,0.000000,0.09,1
268522,0.80,-13.1,-20.5,261.9,0.11,-0.18,-0.12,0.000000,0.000000,0.09,1
268522,0.80,-13.1,-20.5,261.9,0.11,-0.18,-0.12,0.000000,0.000000,0.09,1
268522,0.80,-13.1,-20.5,261.9,0.11,-0.18,-0.12,0.000000,0.000000,0.09,1
268535,0.80,-13.0,-20.5,262.0,0.20,-0.15,-0.25,0.000000,0.000000,0.09,1
268535,0.79,-13.0,-20.5,262.0,0.20,-0.15,-0.25,0.000000,0.000000,0.09,1
268535,0.80,-13.0,-20.5,262.0,0.20,-0.15,-0.25,0.000000,0.000000,0.09,1
268535,0.79,-13.0,-20.5,262.0,0.20,-0.15,-0.25,0.000000,0.000000,0.09,1
268535,0.79,-13.0,-20.5,262.0,0.20,-0.15,-0.25,0.000000,0.000000,0.09,1
268548,0.80,-13.0,-20.7,262.1,0.17,-0.15,-0.28,0.000000,0.000000,0.09,1
268548,0.79,-13.0,-20.7,262.1,0.17,-0.15,-0.28,0.000000,0.000000,0.09,1
268548,0.79,-13.0,-20.7,262.1,0.17,-0.15,-0.28,0.000000,0.000000,0.09,1
268548,0.79,-13.0,-20.7,262.1,0.17,-0.15,-0.28,0.000000,0.000000,0.09,1
268548,0.79,-13.0,-20.7,262.1,0.17,-0.15,-0.28,0.000000,0.000000,0.09,1
268561,0.79,-13.0,-21.0,262.5,-0.11,-0.50,-0.51,0.000000,0.000000,0.09,1
268561,0.79,-13.0,-21.0,262.5,-0.11,-0.50,-0.51,0.000000,0.000000,0.09,1
268561,0.79,-13.0,-21.0,262.5,-0.11,-0.50,-0.51,0.000000,0.000000,0.09,1
268561,0.79,-13.0,-21.0,262.5,-0.11,-0.50,-0.51,0.000000,0.000000,0.09,1
268561,0.79,-13.0,-21.0,262.5,-0.11,-0.50,-0.51,0.000000,0.000000,0.09,1
268573,0.79,-12.9,-21.1,262.6,0.07,-0.15,-0.35,0.000000,0.000000,0.09,1
268573,0.79,-12.9,-21.1,262.6,0.07,-0.15,-0.35,0.000000,0.000000,0.09,1
268573,0.79,-12.9,-21.1,262.6,0.07,-0.15,-0.35,0.000000,0.000000,0.09,1
268573,0.79,-12.9,-21.1,262.6,0.07,-0.15,-0.35,0.000000,0.000000,0.09,1
268573,0.79,-12.9,-21.1,262.6,0.07,-0.15,-0.35,0.000000,0.000000,0.09,1
268586,0.79,-12.8,-21.1,262.6,-0.12,-0.13,-0.11,0.000000,0.000000,0.09,1
268586,0.79,-12.8,-21.1,262.6,-0.12,-0.13,-0.11,0.000000,0.000000,0.09,1
268586,0.79,-12.8,-21.1,262.6,-0.12,-0.13,-0.11,0.000000,0.000000,0.09,1
268586,0.79,-12.8,-21.1,262.6,-0.12,-0.13,-0.11,0.000000,0.000000,0.09,1
268586,0.79,-12.8,-21.1,262.6,-0.12,-0.13,-0.11,0.000000,0.000000,0.09,1
268599,0.79,-12.7,-21.3,262.6,-0.20,-0.34,-0.10,0.000000,0.000000,0.09,1
268599,0.79,-12.7,-21.3,262.6,-0.20,-0.34,-0.10,0.000000,0.000000,0.09,1
268599,0.79,-12.7,-21.3,262.6,-0.20,-0.34,-0.10,0.000000,0.000000,0.09,1
268599,0.79,-12.7,-21.3,262.6,-0.20,-0.34,-0.10,0.000000,0.000000,0.09,1
268599,0.79,-12.7,-21.3,262.6,-0.20,-0.34,-0.10,0.000000,0.000000,0.09,1
268612,0.79,-12.6,-21.5,262.7,0.00,-0.11,0.00,0.000000,0.000000,0.02,1
268612,0.79,-12.6,-21.5,262.7,0.00,-0.11,0.00,0.000000,0.000000,0.02,1
268612,0.79,-12.6,-21.5,262.7,0.00,-0.11,0.00,0.000000,0.000000,0.02,1
268612,0.79,-12.6,-21.5,262.7,0.00,-0.11,0.00,0.000000,0.000000,0.02,1
268612,0.79,-12.6,-21.5,262.7,0.00,-0.11,0.00,0.000000,0.000000,0.02,1
