tx_timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,temperature,altitude,latitude,longitude,satellites,flags_raw,battery_voltage
329862,0.10,-1.49,-0.60,12.50,-30.00,3.93,-28.4,28.8,69.3,45.01,0.36,0.000000,0.000000,0,3,7.58
329990,1.20,-0.40,0.30,-5.31,8.56,-27.56,-25.8,31.7,72.6,45.03,0.29,0.000000,0.000000,0,3,7.58
330092,1.98,0.65,-0.49,-3.12,-22.81,41.18,-24.2,31.0,70.0,45.02,0.28,0.000000,0.000000,0,3,7.58
330194,-0.18,-0.65,0.11,-35.43,8.18,51.31,-22.5,29.0,64.4,45.04,0.21,0.000000,0.000000,0,3,7.58
330296,1.41,-1.79,-0.05,-27.87,32.43,-42.00,-27.0,24.7,66.5,45.04,0.10,0.000000,0.000000,0,3,7.58
330398,-0.37,-2.33,-0.25,21.25,-26.93,-18.06,-26.3,26.0,66.7,45.05,0.00,0.000000,0.000000,0,3,7.58
330500,-0.05,0.77,-0.63,-23.75,12.06,-2.87,-24.5,27.0,67.8,45.07,-0.22,0.000000,0.000000,0,3,7.58
330602,-1.54,0.22,-0.05,-31.06,-4.62,-24.12,-24.3,23.8,66.7,45.07,-0.36,0.000000,0.000000,0,3,7.58
330772,-0.50,-0.12,0.20,15.00,-14.37,11.06,-24.3,21.8,71.4,45.08,-0.74,0.000000,0.000000,0,3,7.54
331180,2.75,-0.88,-0.76,-30.25,21.81,-62.18,-20.3,24.3,67.0,45.14,-1.83,0.000000,0.000000,0,3,7.54
331384,0.07,0.37,0.49,-0.50,6.06,0.50,-19.8,24.8,66.0,45.19,-2.56,0.000000,0.000000,0,3,7.54
331690,-0.31,0.65,0.00,-1.93,-13.25,17.81,-18.6,24.5,68.0,45.24,-3.65,0.000000,0.000000,0,3,7.54
332319,-0.15,0.03,0.00,-1.75,-4.31,9.50,-16.5,24.5,66.2,45.39,-5.19,0.000000,0.000000,0,3,7.53
332625,0.22,-0.49,0.22,23.25,-24.56,-25.25,-14.3,27.1,70.3,45.46,-5.74,0.000000,0.000000,0,3,7.53
333203,0.18,0.91,-0.68,-20.81,-7.12,1.00,-8.9,24.4,95.3,45.59,-6.28,0.000000,0.000000,0,3,7.57
333509,0.23,0.37,-0.86,-0.12,10.62,27.25,-10.1,27.3,89.8,45.65,-6.33,0.000000,0.000000,0,3,7.57
333782,0.28,0.30,0.46,-15.00,5.18,-5.25,-11.0,26.9,86.6,45.71,-6.31,0.000000,0.000000,0,3,7.57
334393,0.86,-0.27,-0.07,40.75,39.37,24.12,-24.5,45.6,81.5,45.81,-6.06,0.000000,0.000000,0,3,7.54
334699,-0.38,-0.40,0.37,-0.31,7.56,-16.31,-24.5,47.0,78.8,45.86,-6.02,0.000000,0.000000,0,3,7.54
335124,0.25,0.00,-0.18,-6.50,8.50,-30.06,-18.5,37.6,76.3,45.93,-5.86,0.000000,0.000000,0,3,7.54
335634,0.01,-0.30,-0.77,11.62,-0.81,-8.56,-19.0,38.3,73.5,46.01,-5.59,0.000000,0.000000,0,3,7.54
336008,-0.69,-0.69,-0.30,19.68,2.62,-24.25,-21.3,42.4,77.5,46.07,-5.42,0.000000,0.000000,0,3,7.54
336314,-0.00,-0.57,-0.19,23.31,2.43,-11.87,-24.1,48.8,82.8,46.11,-5.29,0.000000,0.000000,0,3,7.54
336943,-0.18,0.44,-0.91,19.56,30.62,15.50,-27.5,52.3,81.9,46.20,-4.86,0.000000,0.000000,0,3,7.57
337249,0.58,-0.70,-0.31,12.18,13.37,-0.37,-26.3,56.0,77.1,46.25,-4.83,0.000000,0.000000,0,3,7.57
337827,1.35,-0.66,0.63,-73.87,-18.56,-57.62,-26.4,45.7,78.7,46.31,-4.52,0.000000,0.000000,0,3,7.55
338235,2.73,-0.93,-0.19,-38.81,48.56,-35.62,-45.1,-0.8,353.9,46.36,-4.33,0.000000,0.000000,0,3,7.55
338541,1.88,-1.63,-0.17,-2.56,-3.12,30.87,-49.5,-7.5,349.1,46.40,-4.33,0.000000,0.000000,0,3,7.55
339221,1.57,1.29,-0.25,24.12,49.37,-38.00,-55.0,-9.1,342.2,46.48,-4.14,0.000000,0.000000,0,3,7.55
339527,1.37,0.50,-0.74,23.62,-23.25,53.43,-54.8,10.0,333.1,46.52,-4.04,0.000000,0.000000,0,3,7.55
340258,0.07,-1.98,0.19,-6.87,-14.25,-32.06,-60.3,26.2,330.1,46.60,-4.00,0.000000,0.000000,0,3,7.54
340666,0.79,1.15,-1.36,149.00,4.62,-60.93,-58.2,16.0,341.2,46.63,-3.72,0.000000,0.000000,0,3,7.54
341346,-0.17,0.25,0.31,22.31,-5.25,8.68,-57.2,27.3,343.2,46.71,-3.71,0.000000,0.000000,0,3,7.57
341754,0.50,-0.50,0.00,1.00,13.06,-4.68,-58.3,30.3,347.1,46.74,-3.42,0.000000,0.000000,0,3,7.57
342281,0.18,-1.23,0.28,19.75,-26.31,-3.43,-61.1,49.0,352.6,46.81,-3.35,0.000000,0.000000,0,3,7.53
342859,-0.61,-1.44,0.19,66.31,-46.18,-66.12,-34.0,86.7,100.8,46.86,-3.52,0.000000,0.000000,0,3,7.53
343267,0.45,-1.25,-0.44,-0.18,-31.62,-5.81,-36.7,88.6,126.9,46.88,-3.26,0.000000,0.000000,0,3,7.53
343846,-1.12,1.53,-0.67,-3.50,10.50,-50.50,-50.1,83.8,58.9,46.94,-3.04,0.000000,0.000000,0,3,7.53
344355,0.22,1.02,0.70,-58.56,7.81,21.62,-50.4,77.6,52.3,46.99,-3.20,0.000000,0.000000,0,3,7.54
344661,2.72,0.79,1.74,13.00,-59.50,-17.75,-54.0,69.9,57.8,47.02,-3.42,0.000000,0.000000,0,3,7.54
345290,-0.90,1.10,-0.38,-75.50,-30.12,-10.06,-8.4,20.3,131.9,47.08,-3.40,0.000000,0.000000,0,3,7.57
345698,-0.07,-0.22,1.85,-49.25,3.50,2.12,-5.3,4.0,128.3,47.11,-3.49,0.000000,0.000000,0,3,7.57
346378,-0.12,-0.18,-0.61,-15.50,4.43,-5.12,-0.8,-0.2,127.3,47.19,-3.61,0.000000,0.000000,0,3,7.54
346786,0.33,0.22,0.00,16.93,5.62,13.81,-2.3,-1.1,126.3,47.22,-3.48,0.000000,0.000000,0,3,7.54
347313,0.75,-0.13,-0.18,-5.87,-2.93,-8.00,-1.1,-1.0,122.5,47.26,-3.37,0.000000,0.000000,0,3,7.54
347721,0.22,0.36,-0.31,-11.81,4.00,-7.25,-0.4,-0.9,119.8,47.31,-3.37,0.000000,0.000000,0,3,7.54
348503,0.18,-0.05,-0.22,-1.12,-3.68,-6.43,0.0,-3.2,121.1,47.37,-3.24,0.000000,0.000000,0,3,7.54
348979,0.95,-0.41,0.45,-6.56,6.81,1.68,-0.2,-2.0,123.8,47.40,-3.06,0.000000,0.000000,0,3,7.54
349387,0.05,0.00,-0.27,-9.50,-2.31,-4.18,1.1,-3.3,124.1,47.43,-3.07,0.000000,0.000000,0,3,7.54
349795,0.63,-0.22,0.03,2.56,1.00,-1.12,0.0,-2.8,125.7,47.46,-3.05,0.000000,0.000000,0,3,7.54
350424,-0.15,-0.37,-0.19,21.87,2.12,-44.12,1.1,-0.6,128.0,47.52,-3.05,0.000000,0.000000,0,3,7.55
351308,-0.00,0.01,-0.05,0.00,-0.93,-6.75,0.7,-1.8,126.0,47.56,-3.11,0.000000,0.000000,0,3,7.54
351716,0.25,0.05,-0.22,1.93,1.31,1.50,1.0,-1.0,125.6,47.61,-3.14,0.000000,0.000000,0,3,7.54
352243,-0.55,0.22,-0.27,-2.75,-2.87,1.87,1.5,-0.8,126.0,47.65,-3.08,0.000000,0.000000,0,3,7.54
352651,-0.19,0.05,-0.20,-0.50,-3.43,3.12,1.4,-0.8,125.9,47.68,-3.03,0.000000,0.000000,0,3,7.54
353535,-0.66,-0.18,-0.44,7.62,-6.75,33.06,1.1,0.3,121.7,47.75,-3.02,0.000000,0.000000,0,3,7.57
354215,-0.30,0.00,0.02,-8.37,0.37,33.93,0.6,-0.3,96.0,47.80,-2.93,0.000000,0.000000,0,3,7.54
354623,-0.18,-0.27,-0.22,-3.68,3.25,37.43,-0.6,0.6,79.1,47.83,-2.90,0.000000,0.000000,0,3,7.54
355252,-0.46,-0.50,-0.19,-1.93,-4.50,27.75,-1.1,-3.1,54.0,47.87,-2.89,0.000000,0.000000,0,3,7.54
355932,-0.30,-0.72,0.01,10.31,2.43,29.25,-5.3,0.3,33.3,47.92,-2.86,0.000000,0.000000,0,3,7.54
356442,-0.49,-0.36,-0.54,14.93,-19.31,5.56,-6.0,3.2,17.8,47.95,-2.95,0.000000,0.000000,0,3,7.54
356850,-0.18,0.25,0.55,-19.25,1.50,35.25,-3.0,6.2,9.9,47.98,-2.83,0.000000,0.000000,0,3,7.54
357479,-0.23,-0.44,0.05,23.50,12.25,26.37,-2.3,6.3,353.0,48.02,-2.81,0.000000,0.000000,0,3,7.54
358261,0.30,-0.55,-0.17,2.31,22.12,13.62,-10.3,0.6,334.0,48.06,-2.73,0.000000,0.000000,0,3,7.54
358771,0.18,-0.01,0.56,18.06,-5.37,9.68,-16.3,-4.2,320.2,48.10,-2.57,0.000000,0.000000,0,3,7.54
359349,-0.43,0.10,-0.05,5.62,-10.31,4.00,-14.8,-1.6,315.5,48.13,-2.43,0.000000,0.000000,0,3,7.54
359859,-2.03,0.81,-0.12,1.87,-21.31,14.12,-7.3,-0.5,307.2,48.16,-2.46,0.000000,0.000000,0,3,7.54
360794,-0.10,-0.05,0.36,-1.25,-20.68,32.06,2.1,-0.4,275.1,48.23,-2.62,0.000000,0.000000,0,3,7.54
361372,0.46,-0.40,-0.07,-7.93,13.56,5.68,0.0,-3.6,267.5,48.26,-2.63,0.000000,0.000000,0,3,7.53
361882,-0.15,-1.11,0.19,10.12,-16.93,12.43,-2.2,-6.3,264.6,48.28,-2.68,0.000000,0.000000,0,3,7.53
362409,-0.46,0.49,0.00,-8.31,15.56,0.50,-4.5,-4.1,252.1,48.32,-2.69,0.000000,0.000000,0,3,7.56
363293,-0.05,0.60,-0.60,24.68,-31.81,34.43,-5.6,-6.3,232.7,48.39,-2.52,0.000000,0.000000,0,3,7.55
363974,-0.34,-0.19,-0.09,-2.93,-19.12,40.12,-5.4,-10.0,210.6,48.41,-2.45,0.000000,0.000000,0,3,7.55
364483,0.15,1.09,0.15,0.25,6.50,5.12,1.2,-6.9,196.9,48.45,-2.48,0.000000,0.000000,0,3,7.55
365316,-0.15,0.25,-0.75,18.75,2.31,36.06,2.3,-7.6,168.8,48.50,-2.64,0.000000,0.000000,0,3,7.56
365826,-0.11,-0.22,-0.70,16.25,15.31,55.12,3.6,-3.8,151.6,48.53,-2.62,0.000000,0.000000,0,3,7.56
366404,-0.93,1.17,0.11,15.31,-48.50,15.68,1.1,-3.8,134.7,48.58,-2.60,0.000000,0.000000,0,3,7.58
367441,0.50,0.02,0.56,-22.06,-39.25,0.25,-4.0,-8.6,97.1,48.62,-2.41,0.000000,0.000000,0,3,7.57
368019,0.22,-0.77,-1.50,10.50,-81.75,-1.43,2.1,-8.0,84.0,48.66,-2.46,0.000000,0.000000,0,3,7.57
368529,-0.27,-0.31,0.18,-21.93,9.68,43.25,-2.3,-0.4,67.0,48.69,-2.46,0.000000,0.000000,0,3,7.57
369209,0.19,0.80,-0.30,20.37,40.31,83.31,-3.2,-0.4,47.0,48.72,-2.52,0.000000,0.000000,0,3,7.56
369923,-0.27,1.22,0.50,27.81,1.50,9.43,-6.0,0.6,14.4,48.77,-2.59,0.000000,0.000000,0,3,7.56
370552,-0.63,0.20,1.17,-15.31,18.75,12.31,-7.9,1.9,356.6,48.80,-2.47,0.000000,0.000000,0,3,7.59
371334,-0.47,0.58,-0.10,1.25,-17.37,33.12,-5.3,0.5,336.9,48.85,-2.49,0.000000,0.000000,0,3,7.56
371844,-0.34,-0.20,0.22,-14.87,3.87,56.25,-7.0,1.6,321.8,48.88,-2.47,0.000000,0.000000,0,3,7.56
372575,-0.11,-0.11,-0.38,28.68,26.00,91.31,-0.5,-2.3,291.7,48.91,-2.50,0.000000,0.000000,0,3,7.55
373255,-0.85,0.40,-0.51,2.81,13.68,42.68,-3.6,0.5,265.6,48.96,-2.56,0.000000,0.000000,0,3,7.56
373867,-0.07,-0.09,0.11,3.62,7.18,24.00,-5.3,-1.1,246.6,48.99,-2.53,0.000000,0.000000,0,3,7.56
374751,-0.15,1.69,-1.02,-15.50,-10.93,8.87,-5.1,-2.8,228.7,49.03,-2.50,0.000000,0.000000,0,3,7.56
375482,-0.18,0.66,-0.05,-3.62,-9.43,57.43,-5.9,-1.1,203.8,49.08,-2.57,0.000000,0.000000,0,3,7.58
376060,1.17,-0.01,0.22,57.87,-25.06,-57.12,-2.3,1.5,198.2,49.10,-2.51,0.000000,0.000000,0,3,7.56
