tx_timestamp_ms,distance,roll,pitch,yaw,accel_x,accel_y,accel_z,latitude,longitude,altitude,flags_raw
83212,1.61,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83212,1.61,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83212,0.86,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83212,0.86,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83212,0.86,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83225,0.86,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83225,0.86,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83225,0.86,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83225,0.86,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83225,0.86,0.3,-0.7,275.2,-0.00,-0.15,-0.22,0.000000,0.000000,-0.18,1
83237,0.86,0.3,-0.6,275.1,-0.03,0.05,0.11,0.000000,0.000000,-0.18,1
83237,0.86,0.3,-0.6,275.1,-0.03,0.05,0.11,0.000000,0.000000,-0.18,1
83237,0.86,0.3,-0.6,275.1,-0.03,0.05,0.11,0.000000,0.000000,-0.18,1
83237,0.86,0.3,-0.6,275.1,-0.03,0.05,0.11,0.000000,0.000000,-0.18,1
83237,0.86,0.3,-0.6,275.1,-0.03,0.05,0.11,0.000000,0.000000,-0.18,1
83250,0.85,0.3,-0.6,275.1,-0.05,0.13,0.13,0.000000,0.000000,-0.18,1
83250,0.85,0.3,-0.6,275.1,-0.05,0.13,0.13,0.000000,0.000000,-0.18,1
83250,0.86,0.3,-0.6,275.1,-0.05,0.13,0.13,0.000000,0.000000,-0.18,1
83250,0.85,0.3,-0.6,275.1,-0.05,0.13,0.13,0.000000,0.000000,-0.18,1
83250,0.86,0.3,-0.6,275.1,-0.05,0.13,0.13,0.000000,0.000000,-0.18,1
83263,0.86,0.3,-0.7,275.1,-0.05,0.00,0.01,0.000000,0.000000,-0.18,1
83263,0.85,0.3,-0.7,275.1,-0.05,0.00,0.01,0.000000,0.000000,-0.18,1
83263,0.86,0.3,-0.7,275.1,-0.05,0.00,0.01,0.000000,0.000000,-0.18,1
83263,0.85,0.3,-0.7,275.1,-0.05,0.00,0.01,0.000000,0.000000,-0.18,1
83263,0.85,0.3,-0.7,275.1,-0.05,0.00,0.01,0.000000,0.000000,-0.18,1
83276,0.85,0.3,-0.8,275.1,-0.05,0.03,-0.19,0.000000,0.000000,-0.18,1
83276,0.86,0.3,-0.8,275.1,-0.05,0.03,-0.19,0.000000,0.000000,-0.18,1
83276,0.85,0.3,-0.8,275.1,-0.05,0.03,-0.19,0.000000,0.000000,-0.18,1
83276,0.85,0.3,-0.8,275.1,-0.05,0.03,-0.19,0.000000,0.000000,-0.18,1
83276,0.85,0.3,-0.8,275.1,-0.05,0.03,-0.19,0.000000,0.000000,-0.18,1
83288,0.85,0.3,-0.8,275.1,0.00,0.07,-0.22,0.000000,0.000000,-0.18,1
83288,0.85,0.3,-0.8,275.1,0.00,0.07,-0.22,0.000000,0.000000,-0.18,1
83288,0.85,0.3,-0.8,275.1,0.00,0.07,-0.22,0.000000,0.000000,-0.18,1
83288,0.85,0.3,-0.8,275.1,0.00,0.07,-0.22,0.000000,0.000000,-0.18,1
83288,0.85,0.3,-0.8,275.1,0.00,0.07,-0.22,0.000000,0.000000,-0.18,1
83301,0.85,0.2,-0.8,275.1,0.07,0.10,-0.36,0.000000,0.000000,-0.18,1
83301,0.85,0.2,-0.8,275.1,0.07,0.10,-0.36,0.000000,0.000000,-0.18,1
83301,0.85,0.2,-0.8,275.1,0.07,0.10,-0.36,0.000000,0.000000,-0.18,1
83301,0.85,0.2,-0.8,275.1,0.07,0.10,-0.36,0.000000,0.000000,-0.18,1
83301,0.86,0.2,-0.8,275.1,0.07,0.10,-0.36,0.000000,0.000000,-0.18,1
83314,0.85,0.1,-0.8,275.1,0.00,0.00,-0.45,0.000000,0.000000,-0.18,1
83314,0.86,0.1,-0.8,275.1,0.00,0.00,-0.45,0.000000,0.000000,-0.18,1
83314,0.86,0.1,-0.8,275.1,0.00,0.00,-0.45,0.000000,0.000000,-0.18,1
83314,0.85,0.1,-0.8,275.1,0.00,0.00,-0.45,0.000000,0.000000,-0.18,1
83314,0.86,0.1,-0.8,275.1,0.00,0.00,-0.45,0.000000,0.000000,-0.18,1
83327,0.85,0.1,-0.8,275.1,0.00,-0.02,-0.54,0.000000,0.000000,-0.18,1
83327,0.86,0.1,-0.8,275.1,0.00,-0.02,-0.54,0.000000,0.000000,-0.18,1
83327,0.85,0.1,-0.8,275.1,0.00,-0.02,-0.54,0.000000,0.000000,-0.18,1
83327,0.85,0.1,-0.8,275.1,0.00,-0.02,-0.54,0.000000,0.000000,-0.18,1
83327,0.86,0.1,-0.8,275.1,0.00,-0.02,-0.54,0.000000,0.000000,-0.18,1
83339,0.85,0.1,-0.8,275.1,0.13,0.07,-0.40,0.000000,0.000000,-0.18,1
83339,0.85,0.1,-0.8,275.1,0.13,0.07,-0.40,0.000000,0.000000,-0.18,1
83339,0.85,0.1,-0.8,275.1,0.13,0.07,-0.40,0.000000,0.000000,-0.18,1
83339,0.85,0.1,-0.8,275.1,0.13,0.07,-0.40,0.000000,0.000000,-0.18,1
